GO_term_def,Gene_name,Association_score,Disease_association,Full_name
intracellular,SPTBN1,0.1182655534991046,Intellectual disability,"spectrin beta, non-erythrocytic 1"
intracellular,SPTBN1,0.1182655534991046,Intellectual disability,"spectrin beta, non-erythrocytic 1"
intracellular,SPTBN1,0.03113340695863927,Arthrogryposis syndrome,"spectrin beta, non-erythrocytic 1"
intracellular,SPTBN2,0.25870589827929125,Intellectual disability,"spectrin beta, non-erythrocytic 2"
intracellular,SPTBN2,0.25870589827929125,Intellectual disability,"spectrin beta, non-erythrocytic 2"
intracellular,SPTLC3,0.03252302721225376,Arthrogryposis syndrome,serine palmitoyltransferase long chain base subunit 3
intracellular,SQSTM1,0.01478319418738807,Arthrogryposis syndrome,sequestosome 1
intracellular,SRCAP,0.11087395640541052,Intellectual disability,Snf2 related CREBBP activator protein
intracellular,SRCAP,0.28642438738064385,Intellectual disability,Snf2 related CREBBP activator protein
intracellular,SRGAP2,0.11087395640541052,Intellectual disability,SLIT-ROBO Rho GTPase activating protein 2
intracellular,SRGAP2,0.11087395640541052,Intellectual disability,SLIT-ROBO Rho GTPase activating protein 2
intracellular,SRPK3,0.05345048648377499,Arthrogryposis syndrome,SRSF protein kinase 3
intracellular,SRSF5,0.04967153246962393,Intellectual disability,serine and arginine rich splicing factor 5
intracellular,SSTR2,0.03506573661248451,Intellectual disability,somatostatin receptor 2
intracellular,SSUH2,0.06563738219200305,Arthrogryposis syndrome,ssu-2 homolog
intracellular,ST3GAL3,0.1601512703633708,Intellectual disability,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
intracellular,ST3GAL3,0.16708089263870893,Intellectual disability,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
intracellular,ST3GAL5,0.41619680965535666,Intellectual disability,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
intracellular,ST3GAL5,0.406537840153172,Intellectual disability,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
intracellular,STAC3,0.05382478874771401,Arthrogryposis syndrome,SH3 and cysteine rich domain 3
intracellular,STAG1,0.6554169920225732,Intellectual disability,stromal antigen 1
intracellular,STAG1,0.1182655534991046,Intellectual disability,stromal antigen 1
intracellular,STAT1,0.01062028776864789,Arthrogryposis syndrome,signal transducer and activator of transcription 1
intracellular,STAT2,0.0206964718623433,Arthrogryposis syndrome,signal transducer and activator of transcription 2
intracellular,STAT3,0.04067161556781523,Arthrogryposis syndrome,signal transducer and activator of transcription 3
intracellular,STAT4,0.0206964718623433,Arthrogryposis syndrome,signal transducer and activator of transcription 4
intracellular,STAT5B,0.01108739564054105,Arthrogryposis syndrome,signal transducer and activator of transcription 5B
intracellular,STAT6,0.02956638837477615,Arthrogryposis syndrome,signal transducer and activator of transcription 6
intracellular,STC2,0.02882722866540674,Arthrogryposis syndrome,stanniocalcin 2
intracellular,STEAP2,0.0413929437246866,Intellectual disability,STEAP2 metalloreductase
intracellular,STEAP3,0.06001976840079558,Intellectual disability,STEAP3 metalloreductase
intracellular,STIL,0.1182655534991046,Intellectual disability,STIL centriolar assembly protein
intracellular,STIL,0.1182655534991046,Intellectual disability,STIL centriolar assembly protein
intracellular,STIM1,0.01425962272658474,Arthrogryposis syndrome,stromal interaction molecule 1
intracellular,STK33,0.2741545382174604,Abnormal pattern of respiration,serine/threonine kinase 33
intracellular,STK35,0.04474872880522369,Intellectual disability,serine/threonine kinase 35
intracellular,STK39,0.02460734433012459,Arthrogryposis syndrome,serine/threonine kinase 39
intracellular,STMN2,0.03547966604973137,Intellectual disability,stathmin 2
intracellular,STMN3,0.04967153246962393,Intellectual disability,stathmin 3
intracellular,STRADA,0.11087395640541052,Intellectual disability,STE20 related adaptor alpha
intracellular,STRN3,0.04303757407803352,Intellectual disability,striatin 3
intracellular,STX1B,0.08529047886384558,Abnormal pattern of respiration,syntaxin 1B
intracellular,STX4,0.06535988738437129,Abnormal pattern of respiration,syntaxin 4
intracellular,STX6,0.0333434944896538,Intellectual disability,syntaxin 6
intracellular,STXBP1,0.594497341089073,Intellectual disability,syntaxin binding protein 1
intracellular,STXBP1,0.5925328569929956,Intellectual disability,syntaxin binding protein 1
intracellular,STYXL1,0.1182655534991046,Intellectual disability,serine/threonine/tyrosine interacting like 1
intracellular,STYXL1,0.1182655534991046,Intellectual disability,serine/threonine/tyrosine interacting like 1
intracellular,SUCLG1,0.01145697549522575,Arthrogryposis syndrome,succinate-CoA ligase GDP/ADP-forming subunit alpha
intracellular,SUCO,0.0466594566539436,Arthrogryposis syndrome,SUN domain containing ossification factor
intracellular,SULF2,0.0356940223654485,Arthrogryposis syndrome,sulfatase 2
intracellular,SUZ12,0.05691529762144408,Arthrogryposis syndrome,SUZ12 polycomb repressive complex 2 subunit
intracellular,SYN1,0.3088045008032175,Intellectual disability,synapsin I
intracellular,SYN1,0.3088045008032175,Intellectual disability,synapsin I
intracellular,SYNCRIP,0.1182655534991046,Intellectual disability,synaptotagmin binding cytoplasmic RNA interacting protein
intracellular,SYNCRIP,0.1182655534991046,Intellectual disability,synaptotagmin binding cytoplasmic RNA interacting protein
intracellular,SYNE1,0.15784139627159138,Intellectual disability,spectrin repeat containing nuclear envelope protein 1
intracellular,SYNE1,0.15784139627159138,Intellectual disability,spectrin repeat containing nuclear envelope protein 1
intracellular,SYNE1,0.6511206596321554,Arthrogryposis syndrome,spectrin repeat containing nuclear envelope protein 1
intracellular,SYNGAP1,0.5780148057061648,Intellectual disability,synaptic Ras GTPase activating protein 1
intracellular,SYNGAP1,0.5179372796034997,Intellectual disability,synaptic Ras GTPase activating protein 1
intracellular,SYNJ1,0.04896933074572299,Arthrogryposis syndrome,synaptojanin 1
intracellular,SYNJ2,0.0339496054513367,Arthrogryposis syndrome,synaptojanin 2
intracellular,SYNM,0.04283512644652291,Arthrogryposis syndrome,synemin
intracellular,SYP,0.3753288746464638,Intellectual disability,synaptophysin
intracellular,SYPL1,0.1182655534991046,Intellectual disability,synaptophysin like 1
intracellular,SYPL1,0.1182655534991046,Intellectual disability,synaptophysin like 1
intracellular,SYT1,0.1847899273423509,Intellectual disability,synaptotagmin 1
intracellular,SYT4,0.0333434944896538,Intellectual disability,synaptotagmin 4
intracellular,SZT2,0.13859244550676317,Intellectual disability,SZT2 subunit of KICSTOR complex
intracellular,SZT2,0.13859244550676317,Intellectual disability,SZT2 subunit of KICSTOR complex
intracellular,TAF1,0.3687585661187357,Intellectual disability,TATA-box binding protein associated factor 1
intracellular,TAF1,0.3687585661187357,Intellectual disability,TATA-box binding protein associated factor 1
intracellular,TAF9B,0.11087395640541052,Intellectual disability,TATA-box binding protein associated factor 9b
intracellular,TAF9B,0.11087395640541052,Intellectual disability,TATA-box binding protein associated factor 9b
intracellular,TAFA1,0.04474872880522369,Intellectual disability,TAFA chemokine like family member 1
intracellular,TAGAP,0.01108739564054105,Arthrogryposis syndrome,T cell activation RhoGTPase activating protein
intracellular,TANGO2,0.46279610692184325,Intellectual disability,transport and golgi organization 2 homolog
intracellular,TANGO2,0.46279610692184325,Intellectual disability,transport and golgi organization 2 homolog
intracellular,TAOK1,0.4619748183558772,Intellectual disability,TAO kinase 1
intracellular,TAOK3,0.03547966604973137,Intellectual disability,TAO kinase 3
intracellular,TARDBP,0.03153255320169876,Arthrogryposis syndrome,TAR DNA binding protein
intracellular,TASOR,0.01330487476864926,Arthrogryposis syndrome,transcription activation suppressor
intracellular,TASP1,0.04255896816621683,Arthrogryposis syndrome,taspase 1
intracellular,TAT,0.0413929437246866,Intellectual disability,tyrosine aminotransferase
intracellular,TBC1D24,0.3827949010164486,Intellectual disability,TBC1 domain family member 24
intracellular,TBC1D24,0.38189918317419186,Intellectual disability,TBC1 domain family member 24
intracellular,TBC1D30,0.03213054993477703,Intellectual disability,TBC1 domain family member 30
intracellular,TBC1D32,0.03034989766670771,Arthrogryposis syndrome,TBC1 domain family member 32
intracellular,TBCE,0.04404467918204933,Arthrogryposis syndrome,tubulin folding cofactor E
intracellular,TBCK,0.3400134663099256,Intellectual disability,TBC1 domain containing kinase
intracellular,TBCK,0.3400134663099256,Intellectual disability,TBC1 domain containing kinase
intracellular,TBCK,0.6868164031540221,IHPRF,TBC1 domain containing kinase
intracellular,TBL1XR1,0.38354997319178347,Intellectual disability,TBL1X receptor 1
intracellular,TBL1XR1,0.38354997319178347,Intellectual disability,TBL1X receptor 1
intracellular,TBR1,0.47445758326999465,Intellectual disability,T-box brain transcription factor 1
intracellular,TBR1,0.4666150987535853,Intellectual disability,T-box brain transcription factor 1
intracellular,TBR1,0.02309874091779386,Arthrogryposis syndrome,T-box brain transcription factor 1
intracellular,TBRG1,0.25870589827929125,Intellectual disability,transforming growth factor beta regulator 1
intracellular,TBRG1,0.25870589827929125,Intellectual disability,transforming growth factor beta regulator 1
intracellular,TBX1,0.0574458466409574,Arthrogryposis syndrome,T-box transcription factor 1
intracellular,TBX10,0.03125167251213839,Arthrogryposis syndrome,T-box transcription factor 10
intracellular,TBX15,0.05146076094111623,Arthrogryposis syndrome,T-box transcription factor 15
intracellular,TBX18,0.04817781389027324,Arthrogryposis syndrome,T-box transcription factor 18
intracellular,TBX2,0.03174690951741589,Arthrogryposis syndrome,T-box transcription factor 2
intracellular,TBX22,0.05274811639571804,Arthrogryposis syndrome,T-box transcription factor 22
intracellular,TBX3,0.03747539726502876,Arthrogryposis syndrome,T-box transcription factor 3
intracellular,TBX4,0.07798271958767172,Arthrogryposis syndrome,T-box transcription factor 4
intracellular,TBX5,0.03033511447252032,Arthrogryposis syndrome,T-box transcription factor 5
intracellular,TBX6,0.05436809782597891,Arthrogryposis syndrome,T-box transcription factor 6
intracellular,TBXT,0.057271141424863,Arthrogryposis syndrome,T-box transcription factor T
intracellular,TCAP,0.05198140656140331,Arthrogryposis syndrome,titin-cap
intracellular,TCEA2,0.04967153246962393,Intellectual disability,transcription elongation factor A2
intracellular,TCF20,0.4689044406312155,Intellectual disability,transcription factor 20
intracellular,TCF20,0.5091497173899203,Intellectual disability,transcription factor 20
intracellular,TCF4,0.4640485719849415,Intellectual disability,transcription factor 4
intracellular,TCF4,0.4754829620446031,Intellectual disability,transcription factor 4
intracellular,TCF7L2,0.11087395640541052,Intellectual disability,transcription factor 7 like 2
intracellular,TCF7L2,0.11087395640541052,Intellectual disability,transcription factor 7 like 2
intracellular,TCHH,0.04967153246962393,Intellectual disability,trichohyalin
intracellular,TCIRG1,0.05188930726161589,Arthrogryposis syndrome,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
intracellular,TCOF1,0.0473140236410185,Arthrogryposis syndrome,treacle ribosome biogenesis factor 1
intracellular,TDRD3,0.04474872880522369,Intellectual disability,tudor domain containing 3
intracellular,TEF,0.03219779694013122,Arthrogryposis syndrome,"TEF transcription factor, PAR bZIP family member"
intracellular,TEK,0.01478319418738807,Arthrogryposis syndrome,TEK receptor tyrosine kinase
intracellular,TET2,0.01927974908605194,Arthrogryposis syndrome,tet methylcytosine dioxygenase 2
intracellular,TET3,0.25870589827929125,Intellectual disability,tet methylcytosine dioxygenase 3
intracellular,TET3,0.25870589827929125,Intellectual disability,tet methylcytosine dioxygenase 3
intracellular,TFE3,0.26609749537298527,Intellectual disability,transcription factor binding to IGHM enhancer 3
intracellular,TFE3,0.26609749537298527,Intellectual disability,transcription factor binding to IGHM enhancer 3
intracellular,TFRC,0.05877613218978155,Arthrogryposis syndrome,transferrin receptor
intracellular,TGFA,0.0343025542125606,Arthrogryposis syndrome,transforming growth factor alpha
intracellular,TGFB1,0.04213031901085749,Arthrogryposis syndrome,transforming growth factor beta 1
intracellular,TGFB2,0.05170617223073395,Arthrogryposis syndrome,transforming growth factor beta 2
intracellular,TGFBR1,0.04307720125134138,Arthrogryposis syndrome,transforming growth factor beta receptor 1
intracellular,TGFBR3,0.03547966604973137,Intellectual disability,transforming growth factor beta receptor 3
intracellular,THAP11,0.26609749537298527,Intellectual disability,THAP domain containing 11
intracellular,THBS1,0.01677995201339292,Arthrogryposis syndrome,thrombospondin 1
intracellular,THOC2,0.5860270267116925,Intellectual disability,THO complex 2
intracellular,THOC2,0.1182655534991046,Intellectual disability,THO complex 2
intracellular,THRA,0.03899067466923603,Arthrogryposis syndrome,thyroid hormone receptor alpha
intracellular,THRB,0.0391650790011816,Intellectual disability,thyroid hormone receptor beta
intracellular,TIA1,0.02882722866540674,Arthrogryposis syndrome,TIA1 cytotoxic granule associated RNA binding protein
intracellular,TIGD1,0.19094969844068935,Arthrogryposis syndrome,tigger transposable element derived 1
intracellular,TIMM22,0.0413929437246866,Intellectual disability,translocase of inner mitochondrial membrane 22
intracellular,TIMM8A,0.01935161183557396,Intellectual disability,translocase of inner mitochondrial membrane 8A
intracellular,TIMP1,0.02782462807776038,Arthrogryposis syndrome,TIMP metallopeptidase inhibitor 1
intracellular,TKT,0.01385924455067631,Arthrogryposis syndrome,transketolase
intracellular,TLK2,0.1478319418738807,Intellectual disability,tousled like kinase 2
intracellular,TLK2,0.1478319418738807,Intellectual disability,tousled like kinase 2
intracellular,TLN2,0.04825973742472836,Arthrogryposis syndrome,talin 2
intracellular,TLR4,0.0258167694097774,Arthrogryposis syndrome,toll like receptor 4
