Gene name,Mouse gene,Ensembl_id
MYLK2,Mylk2,ENSG00000101306
VPS39,Vps39,ENSG00000166887
PRDM6,Prdm6,ENSG00000061455
PRDM15,Prdm15,ENSG00000141956
SMYD3,Smyd3,ENSG00000185420
PRDM12,Prdm12,ENSG00000130711
FABP6,Fabp6,ENSG00000170231
MIF,Mif,ENSG00000240972
DEPDC1B,Depdc1b,ENSG00000035499
PSMB3,Psmb3,ENSG00000277791
PRDX4,Prdx4,ENSG00000123131
GLO1,Glo1,ENSG00000124767
DOK1,Dok1,ENSG00000115325
MMP13,Mmp13,ENSG00000137745
TXN,Txn1,ENSG00000136810
PRDX1,Prdx1,ENSG00000117450
ATF3,Atf3,ENSG00000162772
DDIT4,Ddit4,ENSG00000168209
DOK2,Dok2,ENSG00000147443
CEL,Cel,ENSG00000170835
CRTC3,Crtc3,ENSG00000140577
KCNIP1,Kcnip1,ENSG00000182132
SLC16A12,Slc16a12,ENSG00000152779
CISH,Cish,ENSG00000114737
RAB3D,Rab3d,ENSG00000105514
NFIX,Nfix,ENSG00000008441
SOCS5,Socs5,ENSG00000171150
LOXL4,Loxl4,ENSG00000138131
CNRIP1,Cnrip1,ENSG00000119865
NPM1,Npm1,ENSG00000181163
PROM2,Prom2,ENSG00000155066
CTSO,Ctso,ENSG00000256043
KIF17,Kif17,ENSG00000117245
RABEP1,Rabep1,ENSG00000029725
HPGD,Hpgd,ENSG00000164120
ZNF827,Zfp827,ENSG00000151612
TBC1D20,Tbc1d20,ENSG00000125875
PCDH18,Pcdh18,ENSG00000189184
CACNB2,Cacnb2,ENSG00000165995
SLC23A1,Slc23a1,ENSG00000170482
RALGAPA1,Ralgapa1,ENSG00000174373
MAP3K4,Map3k4,ENSG00000085511
CPB1,Cpb1,ENSG00000153002
HSPG2,Hspg2,ENSG00000142798
AGBL2,Agbl2,ENSG00000165923
HORMAD2,Hormad2,ENSG00000176635
SLC6A6,Slc6a6,ENSG00000131389
NSUN6,Nsun6,ENSG00000241058
ADIPOR1,Adipor1,ENSG00000159346
ADIPOR2,Adipor2,ENSG00000006831
CCDC73,Ccdc73,ENSG00000186714
GDAP1L1,Gdap1l1,ENSG00000124194
NDRG4,Ndrg4,ENSG00000103034
CFAP43,Cfap43,ENSG00000197748
CA4,Car4,ENSG00000167434
GABRA6,Gabra6,ENSG00000145863
LGSN,Lgsn,ENSG00000146166
SLC7A5,Slc7a5,ENSG00000103257
CA9,Car9,ENSG00000107159
PTPRG,Ptprg,ENSG00000144724
TNPO1,Tnpo1,ENSG00000083312
TMEM174,Tmem174,ENSG00000164325
TTI1,Tti1,ENSG00000101407
ABCB11,Abcb11,ENSG00000073734
ATCAY,Atcay,ENSG00000167654
CEP170,Cep170,ENSG00000143702
PRRC1,Prrc1,ENSG00000164244
PARPBP,Parpbp,ENSG00000185480
STXBP1,Stxbp1,ENSG00000136854
NDUFA12,Ndufa12,ENSG00000184752
ADD2,Add2,ENSG00000075340
KSR2,Ksr2,ENSG00000171435
PRKG2,Prkg2,ENSG00000138669
SPNS3,Spns3,ENSG00000182557
KCNH2,Kcnh2,ENSG00000055118
PIKFYVE,Pikfyve,ENSG00000115020
PINX1,Pinx1,NA
PITX1,Pitx1,ENSG00000069011
PCSK5,Pcsk5,ENSG00000099139
UNC5C,Unc5c,ENSG00000182168
UNC5D,Unc5d,ENSG00000156687
XK,Xk,ENSG00000047597
TPTE,Tpte,ENSG00000274391
TPTE2,Tpte,ENSG00000132958
HIF1A,Hif1a,ENSG00000100644
LRRC9,Lrrc9,ENSG00000131951
COL15A1,Col15a1,ENSG00000204291
CFAP107,Cfap107,ENSG00000157330
AADACL4,AAdacl4fm3,ENSG00000204518
AADACL4,Aadacl4,ENSG00000204518
AADACL4,Aadacl4fm1,ENSG00000204518
AADACL4,Aadacl4fm2,ENSG00000204518
AADACL4,Aadacl4fm5,ENSG00000204518
AADACL3,Aadacl3,ENSG00000188984
AADACL4,Aadacl4fm4,ENSG00000204518
BRPF1,Brpf1,ENSG00000156983
MYCBPAP,Mycbpap,ENSG00000136449
CALCRL,Calcrl,ENSG00000064989
C1orf146,1700028K03Rik,ENSG00000203910
OGG1,Ogg1,ENSG00000114026
EXOSC1,Exosc1,ENSG00000171311
SELENOT,Selenot,ENSG00000198843
UNC45A,Unc45a,ENSG00000140553
MBNL1,Mbnl1,ENSG00000152601
LIMD1,Limd1,ENSG00000144791
ALX4,Alx4,ENSG00000052850
NPM2,Npm2,ENSG00000158806
ERI1,Eri1,ENSG00000104626
MBNL2,Mbnl2,ENSG00000139793
MBNL3,Mbnl3,ENSG00000076770
OSBPL10,Osbpl10,ENSG00000144645
PROX2,Prox2,ENSG00000119608
VIP,Vip,ENSG00000146469
WNT7B,Wnt7b,ENSG00000188064
MIR140,Mir140,ENSG00000208017
BCL2L11,Bcl2l11,ENSG00000153094
RAB3GAP1,Rab3gap1,ENSG00000115839
ARHGAP5,Arhgap5,ENSG00000100852
RPGR,Rpgr,ENSG00000156313
DNAH1,Dnah1,ENSG00000114841
GRPR,Grpr,ENSG00000126010
NLRP10,Nlrp10,ENSG00000182261
NLRP6,Nlrp6,ENSG00000174885
TUBGCP6,Tubgcp6,ENSG00000128159
APPL2,Appl2,ENSG00000136044
KIF5A,Kif5a,ENSG00000155980
SLC17A9,Slc17a9,ENSG00000101194
DNAJC5,Dnajc5,ENSG00000101152
SLAIN1,Slain1,ENSG00000139737
NOS1AP,Nos1ap,ENSG00000198929
BRD4,Brd4,ENSG00000141867
MAPT,Mapt,ENSG00000186868
LRPPRC,Lrpprc,ENSG00000138095
SLC26A1,Slc26a1,ENSG00000145217
GOLGA2,Golga2,ENSG00000167110
UGGT1,Uggt1,ENSG00000136731
ARL14EP,Arl14ep,ENSG00000152219
CCL5,Ccl5,ENSG00000271503
CCL18,Ccl3,ENSG00000275385
CCL3,Ccl3,ENSG00000277632
CCL3L1,Ccl3,ENSG00000276085
CCL3L3,Ccl3,ENSG00000276085
CCL4,Ccl4,ENSG00000275302
CCL4L1,Ccl4,NA
CCL4L2,Ccl4,ENSG00000276070
CCL15,Ccl9,ENSG00000275718
CCL23,Ccl9,ENSG00000274736
CCL15,Ccl6,ENSG00000275718
CCL23,Ccl6,ENSG00000274736
TANC2,Tanc2,ENSG00000170921
CDHR2,Cdhr2,ENSG00000074276
SULT6B1,Sult6b1,ENSG00000138068
CYB5A,Cyb5a,ENSG00000166347
ATP6V0A1,Atp6v0a1,ENSG00000033627
AMY1A,Amy1,ENSG00000237763
AMY1B,Amy1,ENSG00000174876
AMY1C,Amy1,ENSG00000187733
AMY2A,Amy1,ENSG00000243480
AMY2B,Amy1,ENSG00000240038
NQO1,Nqo1,ENSG00000181019
NQO2,Nqo2,ENSG00000124588
SORT1,Sort1,ENSG00000134243
GRHL3,Grhl3,ENSG00000158055
HAPSTR1,Hapstr1,ENSG00000182831
SERP1,Serp1,ENSG00000120742
FKBP11,Fkbp11,ENSG00000134285
ADGRL3,Adgrl3,ENSG00000150471
CA1,Car1,ENSG00000133742
CA13,Car13,ENSG00000185015
CA2,Car2,ENSG00000104267
MARCHF1,Marchf1,ENSG00000145416
CPD,Cpd,ENSG00000108582
MAP3K9,Map3k9,ENSG00000006432
PCNX1,Pcnx1,ENSG00000100731
CPLX2,Cplx2,ENSG00000145920
PROKR2,Prokr2,ENSG00000101292
PROKR1,Prokr1,ENSG00000169618
PPP3R2,Ppp3r2,ENSG00000188386
PPP3R1,Ppp3r1,ENSG00000221823
ACTN1,Actn1,ENSG00000072110
TMC8,Tmc8,ENSG00000167895
PANX1,Panx1,ENSG00000110218
RBM12,Rbm12,ENSG00000244462
FREM1,Frem1,ENSG00000164946
FREM2,Frem2,ENSG00000150893
FREM3,Frem3,ENSG00000183090
PTRHD1,Ptrhd1,ENSG00000184924
PRKAA2,Prkaa2,ENSG00000162409
SOX6,Sox6,ENSG00000110693
BARX2,Barx2,ENSG00000043039
XIRP2,Xirp2,ENSG00000163092
CERT1,Cert1,ENSG00000113163
PACS1,Pacs1,ENSG00000175115
SPRY1,Spry1,ENSG00000164056
PACS2,Pacs2,ENSG00000179364
PLCD3,Plcd3,ENSG00000161714
NMT1,Nmt1,ENSG00000136448
VILL,Vill,ENSG00000136059
LRRC56,Lrrc56,ENSG00000161328
CRHR1,Crhr1,ENSG00000120088
LINC02210-CRHR1,Crhr1,ENSG00000263715
IL1RAPL1,Il1rapl1,ENSG00000169306
TMEM169,Tmem169,ENSG00000163449
LSAMP,Lsamp,ENSG00000185565
GPR39,Gpr39,ENSG00000183840
RLBP1,Rlbp1,ENSG00000140522
FOXJ1,Foxj1,ENSG00000129654
AQP9,Aqp9,ENSG00000103569
TMEM67,Tmem67,ENSG00000164953
SOCS4,Socs4,ENSG00000180008
ZEB2,Zeb2,ENSG00000169554
DSCAM,Dscam,ENSG00000171587
SOCS6,Socs6,ENSG00000170677
RAB8A,Rab8a,ENSG00000167461
SOCS7,Socs7,ENSG00000274211
ALG5,Alg5,ENSG00000120697
MEOX1,Meox1,ENSG00000005102
ZBTB3,Zbtb3,ENSG00000185670
FBN2,Fbn2,ENSG00000138829
TMEM150C,Tmem150c,ENSG00000249242
DIAPH2,Diaph2,ENSG00000147202
DYNC1I2,Dync1i2,ENSG00000077380
DISC1,Disc1,ENSG00000162946
NECAB1,Necab1,ENSG00000123119
CHAT,Chat,ENSG00000070748
PPP1R12A,Ppp1r12a,ENSG00000058272
LMBR1,Lmbr1,ENSG00000105983
GNRHR,Gnrhr,ENSG00000109163
KRAS,Kras,ENSG00000133703
NRG2,Nrg2,ENSG00000158458
DCAF6,Dcaf6,ENSG00000143164
LMO7,Lmo7,ENSG00000136153
PZP,Gm7298,ENSG00000126838
A2M,A2m,ENSG00000175899
PZP,Mug1,ENSG00000126838
PZP,Mug2,ENSG00000126838
CDX2,Cdx2,ENSG00000165556
BORCS8-MEF2B,Mef2bl,ENSG00000064489
MEF2B,Mef2bl,ENSG00000213999
BORCS8-MEF2B,Mef2b,ENSG00000064489
MEF2B,Mef2b,ENSG00000213999
GEMIN6,Gemin6,ENSG00000152147
PSKH1,Pskh1,ENSG00000159792
MID2,Mid2,ENSG00000080561
NECTIN1,Nectin1,ENSG00000110400
PTPRJ,Ptprj,ENSG00000149177
EIF2AK4,Eif2ak4,ENSG00000128829
AP2A1,Ap2a1,ENSG00000196961
CXCL10,Cxcl10,ENSG00000169245
CXCL9,Cxcl9,ENSG00000138755
TMEM222,Tmem222,ENSG00000186501
MAPK8IP3,Mapk8ip3,ENSG00000138834
MED16,Med16,ENSG00000175221
HHIPL1,Hhipl1,ENSG00000182218
COX8A,Cox8a,ENSG00000176340
TMPRSS13,Tmprss13,ENSG00000137747
WNT3,Wnt3,ENSG00000108379
CCDC40,Ccdc40,ENSG00000141519
CARD14,Card14,ENSG00000141527
GPER1,Gper1,ENSG00000164850
ZSWIM8,Zswim8,ENSG00000214655
CDC14A,Cdc14a,ENSG00000079335
SLCO5A1,Slco5a1,ENSG00000137571
DDR2,Ddr2,ENSG00000162733
NCK1,Nck1,ENSG00000158092
KCNH5,Kcnh5,ENSG00000140015
SGPP1,Sgpp1,ENSG00000126821
WDR89,Wdr89,ENSG00000140006
GPHB5,Gphb5,ENSG00000179600
SOS2,Sos2,ENSG00000100485
L2HGDH,L2hgdh,ENSG00000087299
CSF1,Csf1,ENSG00000184371
TLCD4,Tlcd4,ENSG00000152078
PTPRZ1,Ptprz1,ENSG00000106278
LCAT,Lcat,ENSG00000213398
ZNF319,Zfp319,ENSG00000166188
HTR1D,Htr1d,ENSG00000179546
RFLNB,Rflnb,ENSG00000183688
CHRM3,Chrm3,ENSG00000133019
CHRM4,Chrm4,ENSG00000180720
CHRM1,Chrm1,ENSG00000168539
CHST12,Chst12,ENSG00000136213
FLRT3,Flrt3,ENSG00000125848
ZNF709,Zfp872,ENSG00000242852
GNAS,Gnas,ENSG00000087460
ADORA2A,Adora2a,ENSG00000128271
CCR1,Ccr1,ENSG00000163823
CCR2,Ccr2,ENSG00000121807
CCR3,Ccr3,ENSG00000183625
CCR8,Ccr8,ENSG00000179934
CCR5,Ccr5,ENSG00000160791
CCR4,Ccr4,ENSG00000183813
GNAZ,Gnaz,ENSG00000128266
ANKHD1,Ankhd1,ENSG00000131503
ANKHD1-EIF4EBP3,Ankhd1,ENSG00000254996
PDE6B,Pde6b,ENSG00000133256
MBOAT4,Mboat4,ENSG00000177669
EIF4EBP3,Eif4ebp3,ENSG00000243056
RUFY1,Rufy1,ENSG00000176783
PTK6,Ptk6,ENSG00000101213
APC2,Apc2,ENSG00000115266
OLFML1,Olfml1,ENSG00000183801
SPECC1L,Specc1l,ENSG00000100014
SNCB,Sncb,ENSG00000074317
SNCG,Sncg,ENSG00000173267
MAP4K3,Map4k3,ENSG00000011566
THUMPD2,Thumpd2,ENSG00000138050
ARHGEF9,Arhgef9,ENSG00000131089
MSN,Msn,ENSG00000147065
FGD5,Fgd5,ENSG00000154783
MYO1C,Myo1c,ENSG00000197879
SSTR1,Sstr1,ENSG00000139874
TTC6,Ttc6,ENSG00000139865
CHRNA4,Chrna4,ENSG00000101204
CHRNA6,Chrna6,ENSG00000147434
CCBE1,Ccbe1,ENSG00000183287
NEURL1,Neurl1a,ENSG00000107954
VWC2,Vwc2,ENSG00000188730
VWC2L,Vwc2l,ENSG00000174453
CEP131,Cep131,ENSG00000141577
TRIM29,Trim29,ENSG00000137699
TRIM41,Trim41,ENSG00000146063
TRIM10,Trim10,ENSG00000204613
SPTBN1,Sptbn1,ENSG00000115306
EML6,Eml6,ENSG00000214595
TRIM16,Trim16,ENSG00000221926
TRIM16L,Trim16,ENSG00000108448
CACNA1G,Cacna1g,ENSG00000006283
CACNA1B,Cacna1b,ENSG00000148408
ANTXRL,Antxrl,ENSG00000274209
ANTXR1,Antxr1,ENSG00000169604
SLC2A9,Slc2a9,ENSG00000109667
SPOCK3,Spock3,ENSG00000196104
ARHGAP29,Arhgap29,ENSG00000137962
IGFBP6,Igfbp6,ENSG00000167779
SLC23A2,Slc23a2,ENSG00000089057
LETM2,Letm2,ENSG00000165046
TACC1,Tacc1,ENSG00000147526
ITLN1,Itln1,ENSG00000179914
ITLN2,Itln1,ENSG00000158764
SYT15,Syt15,ENSG00000204176
ITLN1,Itlnb,ENSG00000179914
PARD6B,Pard6b,ENSG00000124171
PARD6A,Pard6a,ENSG00000102981
ERFL,Erfl,ENSG00000268041
ELK1,Elk1,ENSG00000126767
SYT3,Syt3,ENSG00000213023
NT5M,Nt5m,ENSG00000205309
SYT7,Syt7,ENSG00000011347
CCDC57,Ccdc57,ENSG00000176155
FASN,Fasn,ENSG00000169710
ZNF711,Zfp711,ENSG00000147180
PCSK2,Pcsk2,ENSG00000125851
PCDH17,Pcdh17,ENSG00000118946
RTTN,Rttn,ENSG00000176225
FUZ,Fuz,ENSG00000010361
CYP27A1,Cyp27a1,ENSG00000135929
SLC12A4,Slc12a4,ENSG00000124067
CRISPLD1,Crispld1,ENSG00000121005
TERF1,Terf1,ENSG00000147601
NHS,Nhs,ENSG00000188158
SYNGR1,Syngr1,ENSG00000100321
CACNG2,Cacng2,ENSG00000166862
FAM83F,Fam83f,ENSG00000133477
CYTH4,Cyth4,ENSG00000100055
DNAJC27,Dnajc27,ENSG00000115137
DOC2B,Doc2b,ENSG00000272636
TBX22,Tbx22,ENSG00000122145
ESAM,Esam,ENSG00000149564
F8,F8,ENSG00000185010
ZFP36L1,Zfp36l1,ENSG00000185650
SLC1A2,Slc1a2,ENSG00000110436
KCTD4,Kctd4,ENSG00000180332
GMPPB,Gmppb,ENSG00000173540
ACYP1,Acyp1,ENSG00000119640
SERPINI1,Serpini1,ENSG00000163536
RPH3A,Rph3a,ENSG00000089169
DOC2GP,Doc2g,ENSG00000231793
SYT6,Syt6,ENSG00000134207
THSD7B,Thsd7b,ENSG00000144229
CHMP2B,Chmp2b,ENSG00000083937
DGKA,Dgka,ENSG00000065357
NXPH2,Nxph2,ENSG00000144227
ESYT2,Esyt2,ENSG00000117868
NMS,Nms,ENSG00000204640
NRGN,Nrgn,ENSG00000154146
OACYLP,Oacyl,ENSG00000224367
IFI27,Ifi27l2b,ENSG00000165949
IFI27L1,Ifi27l2b,ENSG00000165948
IFI27L2,Ifi27l2b,ENSG00000119632
IFI27,Ifi27,ENSG00000165949
IFI27L1,Ifi27,ENSG00000165948
IFI27L2,Ifi27,ENSG00000119632
ADGRB1,Adgrb1,ENSG00000181790
FOXK2,Foxk2,ENSG00000141568
GPR107,Gpr107,ENSG00000148358
PSD3,Psd3,ENSG00000156011
PALMD,Palmd,ENSG00000099260
RAVER2,Raver2,ENSG00000162437
PAQR6,Paqr6,ENSG00000160781
DCHS1,Dchs1,ENSG00000166341
UPF1,Upf1,ENSG00000005007
UPF2,Upf2,ENSG00000151461
UPF3B,Upf3b,ENSG00000125351
SMG1,Smg1,ENSG00000157106
SMG6,Smg6,ENSG00000070366
SMG7,Smg7,ENSG00000116698
SKAP1,Skap1,ENSG00000141293
COL14A1,Col14a1,ENSG00000187955
COL12A1,Col12a1,ENSG00000111799
AKAP11,Akap11,ENSG00000023516
IQCC,Iqcc,ENSG00000160051
TNFSF11,Tnfsf11,ENSG00000120659
ITGA3,Itga3,ENSG00000005884
GPR18,Gpr18,ENSG00000125245
MROH1,Mroh1,ENSG00000179832
TCF23,Tcf23,ENSG00000163792
LYL1,Lyl1,ENSG00000104903
MNT,Mnt,ENSG00000070444
F2R,F2r,ENSG00000181104
TFEB,Tfeb,ENSG00000112561
BACE2,Bace2,ENSG00000182240
TFAP4,Tfap4,ENSG00000090447
SLC2A13,Slc2a13,ENSG00000151229
SREBF1,Srebf1,ENSG00000072310
PLXNB1,Plxnb1,ENSG00000164050
FRMD8,Frmd8,ENSG00000126391
FRMD8P1,Frmd8,ENSG00000227942
JADE1,Jade1,ENSG00000077684
JADE3,Jade3,ENSG00000102221
RNASET2,Rnaset2a,ENSG00000026297
RNASET2,Rnaset2b,ENSG00000026297
MICOS10-NBL1,Nbl1,ENSG00000270136
NBL1,Nbl1,ENSG00000158747
SLC12A2,Slc12a2,ENSG00000064651
PI4KB,Pi4kb,ENSG00000143393
SMPD5,Smpd5,ENSG00000204791
HINT2,Hint2,ENSG00000137133
PINK1,Pink1,ENSG00000158828
PLEKHG3,Plekhg3,ENSG00000126822
PLEKHG2,Plekhg2,ENSG00000090924
SMPD3,Smpd3,ENSG00000103056
MAVS,Mavs,ENSG00000088888
LRP6,Lrp6,ENSG00000070018
STXBP5,Stxbp5,ENSG00000164506
GRM5,Grm5,ENSG00000168959
RIGI,Rigi,ENSG00000107201
RAB32,Rab32,ENSG00000118508
ITPRID2,Itprid2,ENSG00000138434
SLC31A2,Slc31a2,ENSG00000136867
PARP2,Parp2,ENSG00000129484
FAM13A,Fam13a,ENSG00000138640
EPRS1,Eprs1,ENSG00000136628
COL22A1,Col22a1,ENSG00000169436
PKIG,Pkig,ENSG00000168734
USP54,Usp54,ENSG00000166348
SYNPO2L,Synpo2l,ENSG00000166317
CACNG3,Cacng3,ENSG00000006116
PDE1A,Pde1a,ENSG00000115252
ADCY7,Adcy7,ENSG00000121281
KIF13A,Kif13a,ENSG00000137177
TNNI3,Tnni3,ENSG00000129991
TNNI2,Tnni2,ENSG00000130598
TNNI1,Tnni1,ENSG00000159173
ATXN1L,Atxn1l,ENSG00000224470
HMBOX1,Hmbox1,ENSG00000147421
ACLY,Acly,ENSG00000131473
TDP1,Tdp1,ENSG00000042088
NSMF,Nsmf,ENSG00000165802
RPAP1,Rpap1,ENSG00000103932
PTBP1,Ptbp1,ENSG00000011304
MRC1,Mrc1,ENSG00000260314
MRC2,Mrc2,ENSG00000011028
SHE,She,ENSG00000169291
OAF,Oaf,ENSG00000184232
LYG2,Lyg2,ENSG00000185674
NLGN1,Nlgn1,ENSG00000169760
NLGN2,Nlgn2,ENSG00000169992
DPP6,Dpp6,ENSG00000130226
ARHGAP21,Arhgap21,ENSG00000107863
UAP1L1,Uap1l1,ENSG00000197355
AKT1S1,Akt1s1,ENSG00000204673
MRM3,Mrm3,ENSG00000171861
ABHD6,Abhd6,ENSG00000163686
FANCI,Fanci,ENSG00000140525
CHST13,Chst13,ENSG00000180767
MIR451A,Mir451a,ENSG00000284565
MIR499A,Mir499,ENSG00000207635
MIR9-1,Mir9-1,ENSG00000207933
MIR9-3,Mir9-3,ENSG00000284329
MIR92A1,Mir92-1,ENSG00000283705
PRKN,Prkn,ENSG00000185345
RAB13,Rab13,ENSG00000143545
TTC21A,Ttc21a,ENSG00000168026
INSYN2A,Insyn2a,ENSG00000188916
TANK,Tank,ENSG00000136560
H2AC25,H2ac25,ENSG00000181218
H2AC21,H2ac21,ENSG00000184270
H2AC20,H2ac20,ENSG00000184260
H2AC18,H2ac19,ENSG00000288825
H2AC19,H2ac19,ENSG00000288859
H2AC18,H2ac18,ENSG00000288825
H2AC19,H2ac18,ENSG00000288859
H3C10,H3c2,ENSG00000278828
H3C13,H3c2,ENSG00000183598
H3C14,H3c2,ENSG00000203811
H3C15,H3c2,ENSG00000203852
H3C13,H3c3,ENSG00000183598
H3C14,H3c3,ENSG00000203811
H3C13,H3c13,ENSG00000183598
H3C14,H3c13,ENSG00000203811
H3C15,H3c13,ENSG00000203852
H3C2,H3c13,ENSG00000286522
H3C14,H3c7,ENSG00000203811
H3C15,H3c7,ENSG00000203852
H3C11,H3c6,ENSG00000275379
H3C13,H3c6,ENSG00000183598
H3C14,H3c6,ENSG00000203811
H3C15,H3c6,ENSG00000203852
H3C1,H3c4,ENSG00000275714
H3C13,H3c4,ENSG00000183598
H3C14,H3c4,ENSG00000203811
H3C15,H3c4,ENSG00000203852
H3C13,H3c14,ENSG00000183598
H3C14,H3c14,ENSG00000203811
H3C15,H3c14,ENSG00000203852
H3C3,H3c14,ENSG00000287080
H3C13,H3c15,ENSG00000183598
H3C14,H3c15,ENSG00000203811
H3C15,H3c15,ENSG00000203852
H3C8,H3c15,ENSG00000273983
H2AC14,H2ac10,ENSG00000276368
H2AC11,H2ac22,ENSG00000196787
H2AC4,H2ac22,ENSG00000278463
H2AC8,H2ac22,ENSG00000277075
H2AC12,H2ac12,ENSG00000274997
H2AC4,H2ac23,ENSG00000278463
H2AC6,H2ac23,ENSG00000180573
H2AC8,H2ac23,ENSG00000277075
H2AC8,H2ac13,ENSG00000277075
H2AC17,H2ac7,ENSG00000278677
H2AC4,H2ac7,ENSG00000278463
H2AC8,H2ac7,ENSG00000277075
H2AC4,H2ac4,ENSG00000278463
H2AC7,H2ac4,ENSG00000196866
H2AC8,H2ac4,ENSG00000277075
H2AC15,H2ac6,ENSG00000275221
H2AC4,H2ac6,ENSG00000278463
H2AC8,H2ac6,ENSG00000277075
H2AC16,H2ac8,ENSG00000276903
H2AC4,H2ac8,ENSG00000278463
H2AC8,H2ac8,ENSG00000277075
H2AC4,H2ac11,ENSG00000278463
H2AC1,H2ac15,ENSG00000164508
H2AC4,H2ac24,ENSG00000278463
H2AC8,H2ac24,ENSG00000277075
MFN1,Mfn1,ENSG00000171109
SMG5,Smg5,ENSG00000198952
RAB8B,Rab8b,ENSG00000166128
SPIN2A,Spin2j,ENSG00000147059
SPIN2B,Spin2j,ENSG00000186787
SPIN2A,Spin2i,ENSG00000147059
SPIN2B,Spin2i,ENSG00000186787
SPIN2A,Spin2e,ENSG00000147059
SPIN2B,Spin2e,ENSG00000186787
SPIN2A,Spin2h,ENSG00000147059
SPIN2B,Spin2h,ENSG00000186787
PARM1,Parm1,ENSG00000169116
MAP3K20,Map3k20,ENSG00000091436
CLPX,Clpx,ENSG00000166855
KYAT3,Kyat3,ENSG00000137944
BRIP1,Brip1,ENSG00000136492
CAPN2,Capn2,ENSG00000162909
PALB2,Palb2,ENSG00000083093
CCR6,Ccr6,ENSG00000112486
STK36,Stk36,ENSG00000163482
SVOP,Svop,ENSG00000166111
AGRP,Agrp,ENSG00000159723
RBP3,Rbp3,ENSG00000265203
CCR1,Ccr1l1,ENSG00000163823
GRIN2A,Grin2a,ENSG00000183454
IFNAR2,Ifnar2,ENSG00000159110
IL22RA1,Il22ra1,ENSG00000142677
ASIP,a,ENSG00000101440
UGT2A2,Ugt2a2,ENSG00000271271
UGT2B28,Ugt2b37,ENSG00000135226
UGT2B7,Ugt2b35,ENSG00000171234
UGT2B28,Ugt2b5,ENSG00000135226
UGT2B10,Ugt2b1,ENSG00000109181
UGT2B11,Ugt2b1,ENSG00000213759
UGT2B15,Ugt2b1,ENSG00000196620
UGT2B17,Ugt2b1,ENSG00000197888
UGT2B28,Ugt2b1,ENSG00000135226
UGT2B4,Ugt2b1,ENSG00000156096
UGT2B7,Ugt2b1,ENSG00000171234
UGT2B7,Ugt2b36,ENSG00000171234
UGT2A1,Ugt2a1,ENSG00000173610
UGT2B10,Ugt2b34,ENSG00000109181
UGT2B28,Ugt2b38,ENSG00000135226
UGT2A3,Ugt2a3,ENSG00000135220
TECR,Tecr,ENSG00000099797
EFHB,Efhb,ENSG00000163576
PPP1R9B,Ppp1r9b,ENSG00000108819
MACC1,Macc1,ENSG00000183742
LAMB2,Lamb2,ENSG00000172037
RAB40A,Rab40b,ENSG00000172476
RAB40AL,Rab40b,ENSG00000102128
RAB40B,Rab40b,ENSG00000141542
SDK2,Sdk2,ENSG00000069188
CDC42EP4,Cdc42ep4,ENSG00000179604
RASSF7,Rassf7,ENSG00000099849
AMOTL1,Amotl1,ENSG00000166025
GALNT18,Galnt18,ENSG00000110328
PLEKHA7,Plekha7,ENSG00000166689
DYRK4,Dyrk4,ENSG00000010219
ARAP3,Arap3,ENSG00000120318
NACAD,Nacad,ENSG00000136274
TBRG4,Tbrg4,ENSG00000136270
COBL,Cobl,ENSG00000106078
SLC47A1,Slc47a1,ENSG00000142494
SLC47A2,Slc47a1,ENSG00000180638
SLC47A1,Slc47a2,ENSG00000142494
SLC47A2,Slc47a2,ENSG00000180638
GRB10,Grb10,ENSG00000106070
ADAM22,Adam22,ENSG00000008277
CHN2,Chn2,ENSG00000106069
CCN4,Ccn4,ENSG00000104415
FAM53C,Fam53c,ENSG00000120709
MIR129-2,Mir129-2,ENSG00000199077
MIR132,Mir132,ENSG00000267200
MIR142,Mir142,ENSG00000284353
MIR146A,Mir146,ENSG00000283733
MIR150,Mir150,ENSG00000207782
MIR17,Mir17,ENSG00000284536
MIR18A,Mir18,ENSG00000283815
MIR19A,Mir19a,ENSG00000284204
MIR19B1,Mir19b-1,ENSG00000284375
MIR20A,Mir20a,ENSG00000283762
FANCM,Fancm,ENSG00000187790
LDLRAD4,Ldlrad4,ENSG00000168675
SLC45A4,Slc45a4,ENSG00000022567
UBR1,Ubr1,ENSG00000159459
TMEM87B,Tmem87b,ENSG00000153214
ATG9B,Atg9b,ENSG00000181652
NF1,Nf1,ENSG00000196712
ZNF385C,Zfp385c,ENSG00000187595
RECQL4,Recql4,ENSG00000160957
BBS12,Bbs12,ENSG00000181004
DUOX1,Duox1,ENSG00000137857
DUOX2,Duox2,ENSG00000140279
NOXO1,Noxo1,ENSG00000196408
GOLM2,Golm2,ENSG00000166734
SLC26A2,Slc26a2,ENSG00000155850
TCHP,Tchp,ENSG00000139437
NCF2,Ncf2,ENSG00000116701
FAM98A,Fam98a,ENSG00000119812
BIRC6,Birc6,ENSG00000115760
LTBP1,Ltbp1,ENSG00000049323
TSKU,Tsku,ENSG00000182704
TGFBR1,Tgfbr1,ENSG00000106799
GPHA2,Gpha2,ENSG00000149735
CHL1,Chl1,ENSG00000134121
FGD1,Fgd1,ENSG00000102302
SLC26A6,Slc26a6,ENSG00000225697
TRIB1,Trib1,ENSG00000173334
TRIB2,Trib2,ENSG00000071575
MED11,Med11,ENSG00000161920
TRDN,Trdn,ENSG00000186439
